asin,title,category_path,label
B00IOMOHI2,Adrianna Papell Women's Placement Print Shift Dress with Roll Tab Sleeve,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00IP9XH3A,Prettylife Women's Underwear With Lace Edge A023 M,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00JOTC6A0,Plunging Single-Slit Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001GOW5OI,"Hanes All-Over Comfort No-Poke Underwire,Nude - 36B","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00FY8J310,KAMALIKULTURE Women's V-Back Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00A8ALT84,Womens Black/Gold Sleeveless Baroque Printed Ladies Midi Length Dress Size 4/6,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BYEZRZY,"G2 Fashion Square Women's Floral Printed One Shoulder Belted Dress(DRS-CAS,YEL-M)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008OGHR0I,"Hello Kitty Juniors Snuggly Embroidered Solid Pant , Pink, Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0007YXUTW,Playtex Women's Secrets Signature Floral Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0093KV0XE,Bslingerie Womens Waist Cincher Boned Corset With Brocade,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B006C20DF2,Batik Sundress with Hankerchief Hemline - 7X/8X 72-76&quot; Bust,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0085U3BGM,Barely There Women's Second Skinnies Slimmers Reversible Hi-Low Waist Slip,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BP0WN3G,"Jessica Howard Women's Belted Full Skirt Tank Dress, White, 6","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AWQJORM,"HALSTON HERITAGE Women's Cap Sleeve Mockneck Dress, Violet, 6","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00A4MSOA2,Sangria Womens Blouson Waist Scoop Neck Houndstooth Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0045C54EG,Festival Adult Onesie Pjs Non Footed Pajama Jumpsuit XS-XXL (Size on Height),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00974AEWO,Playtex Women's Secrets Body Revelations Underwire Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004J8V1EI,Women's Endure Sports Bra (DD Cup) Tops by Under Armour Medium Black,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EVS4Z5I,OutofGas Clothing Women's Turtle Polo Neck Plain Stretch Bodycon Long Midi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004XIDQ60,La Femme 14589,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DERHT5A,"G2 Chic Women's Strapless Belted Bodycon Fit Mini Dress(DRS-CLB,BLK-S)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J55MADQ,Wallflower Juniors Lace High Low Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00C97IILK,Ladies Spaghetti Strap Sleeveless A Line Elegant Dress Blue Xs,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00DMEG262,Sakkas Stonewashed Rayon Embroidered Adjustable Spaghetti Straps Mid Length Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008GRR6II,"Trina Turk Women's Kissy Dress, Ivory, 0","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J9O1VJ2,High Low Mesh Babydoll with Lace Overlay and Panels and G String,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B009XJMTSA,Short Kimono Sleeve Rhinestone Strap Fitted Evening Bodycon Cocktail Dress S M L,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009S3G5X6,Ever Pretty Sexy V-neck Cross Back Womens Halter Long Evening Dress 09735,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B002EI1M7G,Warner's Women's No Pinching. No Problems.  Modern Brief Panty,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008X0U8CE,Soybu Bombshell Bra (SY7080),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DQW0J28,G2 Chic Women's Star Print Bra and Panty with Lace Details (2 Piece),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B002W6Z168,Kymaro New Body Shaper Top/Bottom Set  Black  Small,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00IJPPPIU,Spense Womens Red Braided Waist Sundress Small red,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BGZKV0M,Remedios Boutique Sweetheart Ruched Organza Short Bridal A Line Wedding Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00831VYC6,Cup Case Womens Bra Travel and Storage Case,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00JADWU74,Plus Size 3Pack Cotton Bras,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DB292U8,Bali Women's Comfort Revolution Underwire Bra with Smart Sizes,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00AEY449K,L*Space Women's Threads Maxi Dress Swim Cover Up Steel XS,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005POLLUY,Plain Long Spaghetti Strap Tank Top Camis Basic Camisole Cotton,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B007SRJ6HQ,Xtaren Accordion Pleated One Shoulder Long Sleeve Loose Fitting Lined Dress Teal Small,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008PJCYRK,Anna-Kaci S/M Fit Simply Sexy Black Low Cut Red Floral Lace Trim Bust Negligee,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00HK0WSNA,Haute 18 Print Bermuda Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004TERKJM,"Casual Moments Women's 50 Inch Shawl Collar Set-in Belt Robe, Garnet, Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00E1ZLTEG,Humble Chic Daisy Dot Dress - SMALL - Polka A-Line Fit &amp; Flare,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004I6M7HQ,Chadwicks Chadwicks Soutache Sheath,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CBVHRHK,Biggoldapple Ball Gown Sweetheart Court Train Wedding Dress 1356x,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B006EY9VWE,"Banana Flame Metalic Strapless Party Dress, Size Small, Antique Gold","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J048Y0U,Zeagoo Women's Leisure Slim Fit Leopard Print Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J91OOKS,"Wingler Bustier &amp; Corset Tropical Floral Bond Top Green,Gift Present-A188","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EOXSFVK,MOD 20 Women's High Low Tank Dress Khaki M(3167A),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007ZQ5AI4,Jolt Juniors Woven Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0068Z9QUQ,Black Knit Robot Dress Size : Medium,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CJ1LXIG,10 Colors -Ruffled Pageant Party Holiday Communion Flower Girl Long Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BQZK4NQ,"Crinkle Cotton Dress - Misses Sizes, Color Fuschia, Size MED","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00IJFIP3M,Womens Ladies Plain Off Shoulder Stretch Bodycon Bardot Long Pencil Midi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004T1Z1DM,Playgirl Black Shadow Stripe Full Steel Boned Underbust Cincher Shaper Corset,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EK10OEW,Sakkas Sunshine Batik Peasant Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00IHIBM9U,AX Paris Women's Abstract Daisy Swing Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001MHBCZM,Rago Shapewear Open Bottom Girdle Style 1361,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DHH8K64,Maidenform Womens Comfort Devotion - Extra Coverage Embellished Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0091GQYE0,"Gabby Skye Women's Wavy Stripe Maxi Dress, Black, 10 Missy","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005QQJUAY,GO2BRAS Crystal Balconette 1433133,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B005HP3HNK,NM932ANP - Batik Paisley Print Gauzy Tie-Dye Casual Sleeveless Umbrella Maxi Dress ( 3 Beautiful colors ) - Black,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AYYHQ2C,"Hello Kitty Women's Solid Capri, Aqua, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BV260EG,eDressit New Blue Stylish Strapless Evening Dress (00117905),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0012QOVOM,"Barely There Women's Indulgence Modern Brief with Tummy Shaping, White, XX-Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00KQAK9J6,FINEJO Women's V-Neck Crossed on Chest Above Knee One Piece Dress XL [Apparel],"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GV3L3L0,Gorgeous Bridal 2014 New Taffeta Formal Evening Dress Party Dress Mermaid,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00AFGV5R6,"Sealed With A Kiss Designs Plus Size Connie Sweater Dress - Size 4X, Blackandcharcoal","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FLOAMVC,Sexy Tassel Fringe Backless Salsa Samba Rumba Tango Latin Dance Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008BKYE6C,Sleeveless Low Cut Fitted V Neck Ribbed Evening Clubwear Party Dress S M L,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009YRMY40,Bali Women's Comfort Revolution Shaping Wirefree Bra with Smart Sizes,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00A7ZAZXK,"G2 Fashion Square Exposed Zipper Bandage Bodycon Dress(DRS-EVP,RED-L)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0007YXTP2,Playtex Women's 18-Hour Ultimate Lift And Support Wire-Free Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00I0SG5RG,eShakti Women's Peony cotton knit dress 1X-18W Tall Bottle green,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CJRV0OC,"Danny &amp; Nicole Women's Plus-Size Printed Front Tie Dress, Black/Taupe, 22W","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007RM3B9Q,"Suzi Chin Women's V-Neck Dress, Grape Multi, 2","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008ULWTGY,"Maidenform Women's All Lace Hipster Panty Pantie, Vibrant Violet/Black, 6","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DXTYH7W,Hollywood Star Fashion Women's Basic Stretch Layer Seamless Tube Bra Bandeau Top,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0010VXCJO,Lilyette Women's Tailored Minimizer Bra #939,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00H2NSP78,Ulla Popken Plus Size Lace Allure Layered Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B008CUX57U,"maxandcleo Women's Kristin Dress, Black Combo, X-Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BLXMNJ6,La Isla Women's Full Coverage No poke wire Non padded Racer Back Front Closure Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DHL7JLC,Plus Size Pink Palace Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00B1TOGRC,"Star Vixen Women's Elbow Sleeve Double Cowl Dress, Black, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00EKK6VEU,Smart &amp; Sexy Women's Bodycon Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J44ZQ5M,Luxury Divas Royal Blue &amp; White Chevron Printed Long Billowy Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00A64U26M,"Teenloveme 2013 New Arrival Women's V-neck Long Sleeves Sheath Long Wool Coat Big Pendulum Dress, Red, L","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CRTBUHE,Wacoal Women's Casual Beauty Underwire,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DS12EX4,"Evolution by Cyrus Women's 3/4 Sleeve Wide Crew Neck Colorblock Dress with Multi Stitch Detail, Warm Colorway, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001LG3FXQ,GO2BRAS Sarah Semi Demi Unlined Underwire 1432144,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004HL39TW,Wear ease sarah bra style 600,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BOYSGR0,Maxi Length with cap sleeve Summer beach Long Sundress - Henna Heaven Fuchsia M,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00JXS5WFI,Polarfox Womens Floor Length Spandex Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003OCBIQ6,Bali Active Underwire Black 38C,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00GBXLNCY,"Tiana B Women's Printed 3/4 Sleeve Jersey Dress with Inset Waist and Bow Belt, Blue, Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005QSQCMG,Sleeveless Sheer Round Neckline Front Plunging Lace Panel Fitted Tube Style Open Back Mini Cocktail Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001IW1ZQC,Down Bed Jacket Large (16-18) Navy And Down Slippers Medium Navy,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00B3VB3B0,Bonmode Women's Vintage Inspired 3/4 Polka Dot Dresses,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00I4LLP6A,Jockey Women's Hosiery Skimmies Wicking Slipshort,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B002TSL54G,Minus33 Merino Wool Women's Ossipee Midweight Crew,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008R96ISO,Lilyette Women's Comfort Minimizer Keyhole Embellished,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B001GJW322,Braza Magic Clip (4400),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B005PMRILC,Suzi Chin Women's One Shoulder Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B006ZUO9OM,Ever Pretty Empire Waist Bowtie Strapless Evening Dress 09060,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GRA7M3U,"3 Pack Women's Lace Overlay Bra Set (40C, Nude/Mint/L.Pink)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B005C83BZG,"Dr. Rey Shapewear Women's Plunge Halter Bra, Black, 38C","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008CQIEWU,"Anne Klein Women's Petite Princess Seam Dress, Red, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B000JIQY0S,Wild Orchid Hawaiian Aloha Sundress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003XNU0UQ,"Felina Women's Timeless Camisole,Fawn,Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00B2HVI3I,COREY Women's Toby Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00GNC3O7K,Fashion Wardrobe Women's Kardashian Bodycon Mini Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FWFTYL4,C&amp;C California Women's Cap-Sleeve Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00BKWY4MC,Trixxi Juniors Eyelet Chambray Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FH6P0ZC,Velvet Kitten Women's Valentine Polka Dot Boyshort Panty,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00EDJ97GC,"Trina Turk Women's Cagney Lace Overlay Fit and Flare Dress, Black, 10","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B006VDQVVW,"Jones New York Women's Tie Dye Maxi Dress, Persian Navy/Multi, 8","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00D4FF2V0,Jade Fashion Inc. Women's Black Orchid Sunny Short Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0079KW8IG,Breezies Women's Seamless Lace Overlay Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008U9VHNC,Maidenform Women's Sensual Shapes Push Up Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B007R2J3PM,"My Michelle Juniors Lace Drape Body Fitted Dress, Gold, 3","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B002Z7FXBW,"Jessica Howard Women's Shantung Dot Dress,Ivory,14","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CQST0NC,AX Paris Women's Strapless Splash Summer Maxi Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0088X2HWA,Flexees by Maidenform Women's Fat-Free Dressing Legging,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B007A4CKQG,Bay Studio Pintuck Chemise Nightgown,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B000148F0M,Farr West Olivette Georgette Plus Size 23 Inch Half Slip (352-23),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00IJVF0CK,Moon Dance Women's Print Embroidered Round Yoke Duster,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00B1OSP8S,Landybridal Women's Flower Corset A-line Knee Length Satin Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00899X376,2 Pcs Clear 1cm Width Adjustable Shoulder Bra Strap for Ladies,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00E36FHOG,CA Fashion Women's Opening Neck Slim Long Sleeve Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00A1Q0T1I,Bslingerie Womens Brick Red Classic Ribbon Satin Boned Corset,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00BN55A6U,"Blue Juice Women's Snazzy Brocade Dress, Shiny Blue, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00HVXPI1A,1veMoon Women's V-Neck Slim 3/4 Sleeve Party Lace Mini Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0098B824S,Zeniche Blooming Flower Linen Dress-white-l,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009MIMWG6,Celebrity Cowl Neck Tailored Workwear Evening Rockabilly Pencil Women's Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004V7HX4E,Handful Sports Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00D2CV4EO,MOD 20 Women's Art Print Maxi Dress Purple L(326461),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B004OVDN6E,"Volcom Juniors Brady Short Sleeve Woven Dress, White, Small","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B003LXVH78,Firm Control Shaper Bodysuit by Dr. Rey Shapewear #57,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00F13ONEU,FINEJO Women's Multi-Color Shirred Waist Chiffon Long Cardigan Dress [Apparel],"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00B1YKC5C,"G2 Chic Women's Rose Printed Tier Dress(DRS-CAS,PPL-S)","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00JA4ZY2G,DAPENE Fashion New Sexy V-Neck Lace Strap Princess Bride Wedding Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CCEJ0DK,Sculptresse by Panache Women's Plus-Size Pure Molded Non Padded T-Shirt Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B007HBJSPI,Black 100% Silk Kimono with Lace By Mary Green,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0079VL82W,Maidenform Women's Pure Genius T-Back Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00E96831E,"Heather Women's Long Sleeve Tuck Maxi Dress, Light Heather Grey, Medium","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B009XB4TC2,"Paul Frank Junior's Fleece Love Pant, Yellow, X-Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00JB90C72,Ladies Underwired Feminine Bra 34 36 38 40 42 44 46 D Dd E F G H J White Lg900,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00AYR2L56,"A. Byer Juniors Floral Lace Dress with Sweetheart Folded Neckline, Soft Yellow, 9","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00H9IUA0Q,2LUV Women's Mesh Yoke And Side Body Con Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001UQ3XAM,2 Piece Set Top and Bottom Ladies Ski Long Johns Thermal Underwear,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00HK21YBU,G2 Chic Women's Mesh Halter Neck Bow Front Cocktail Pencil Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B007W9ZYZS,Women Pullover Deep V Neck Plastic Pearl Detail Pink Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00J1JIA2G,Ladies Underwired Bra 34-36 D Dd E F G H J Black (40G),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00CJRUXVS,"Danny &amp; Nicole Women's Printed Front Tie Dress, Black/Taupe, 14","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0043VDIRE,Casual Moments Women's Bed Jacket Shawl Collar Robe,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0064YY2NW,Bali Women's Lace And Smooth Torset Top,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B000H4N894,Natori Women's Body Double Lace Trim Full Fit Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B008A2ATPG,2PC SLEEPWEAR SET: Womens Comfortable Fit Gorgeous Pajama / Loungewear Set - Beige &amp; Blue (Size: L),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00GNC4CS0,Funzee Adult Onesie Pjs Footed Pajamas Playsuit Jumpsuit XS-XXL(Size by Height),"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00GOH3MCG,Dear Creatures Sienna Dress Merlot Vintage Style Retro Mod 60s,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00FPO8M92,Asics Women's Pure Seamless Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B004YK1CJU,"Maidenform Women's Pressure Free Underwire Bra, Body Beige, 36A","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00KIHSML4,Doctor Who Her Universe Blue Dalek Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B005RUNFXC,"Trixxi Juniors Satin Bubble Dress, Black/Ivory, 13","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B001J6OOBK,Glamorise Women's Soft Shoulders Minimizer Bra   #1135,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B0040QD8PY,"Kensie Girl Juniors Thin Knit Stripes Sweater Dress,Blue Dust Mix,Large","Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B000UGBRJW,"Guide Gear Fleece Lounge Shirt, CRANBERRY, LG","Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00AS5Y9JU,2B Fever Stripe Sonya Dress 2b Day Dresses Fever Stripe-m,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00CO2FKMK,Sunvary Short Sleeves Bridesmaid Dress Evening Pageant Dress Short,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B00G1ZX3TI,Ever Pretty Sleeveless Navy Blue Striped Fitted Short Casual Summer Dress 03868,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
B0085IMC96,Carnival Women's Coolmax Sport Bra Underwire Bra,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Lingerie, Sleep & Lounge",1
B00DZUMGP4,Deep V-Neck Padded Bust Empire Waist Silky Bridesmaid Evening Party Short Dress,"Clothing, Shoes & Jewelry -> Women -> Clothing -> Dresses",0
